"(PDH-CSV 4.0) (W. Europe Daylight Time)(-120)","\\LAPTOPVANJONAS\LogicalDisk(_Total)\% Disk Read Time","\\LAPTOPVANJONAS\LogicalDisk(_Total)\% Disk Write Time","\\LAPTOPVANJONAS\Memory\% Committed Bytes In Use","\\LAPTOPVANJONAS\Memory\Available MBytes","\\LAPTOPVANJONAS\Processor(0)\% Processor Time","\\LAPTOPVANJONAS\Processor(1)\% Processor Time","\\LAPTOPVANJONAS\Processor(10)\% Processor Time","\\LAPTOPVANJONAS\Processor(11)\% Processor Time","\\LAPTOPVANJONAS\Processor(2)\% Processor Time","\\LAPTOPVANJONAS\Processor(3)\% Processor Time","\\LAPTOPVANJONAS\Processor(4)\% Processor Time","\\LAPTOPVANJONAS\Processor(5)\% Processor Time","\\LAPTOPVANJONAS\Processor(6)\% Processor Time","\\LAPTOPVANJONAS\Processor(7)\% Processor Time","\\LAPTOPVANJONAS\Processor(8)\% Processor Time","\\LAPTOPVANJONAS\Processor(9)\% Processor Time","\\LAPTOPVANJONAS\Processor(_Total)\% Processor Time"
"10/27/2021 10:49:51.402"," "," ","44.097590060927345235","10761"," "," "," "," "," "," "," "," "," "," "," "," "," "
"10/27/2021 10:49:53.408","0","0.097440426540407215628","44.102138407552182287","10755","12.759262025113770278","2.6331049387430471853","2.6331049387430471853","0.29629945727287498869","11.980326864623712879","5.7488455807032661227","15.875002667073989215","10.422456543643598081","0.29629945727287498869","10.422456543643598081","8.0856510621734383193","5.7488455807032661227","7.2418038074450352681"
"10/27/2021 10:49:55.415","0.0019675856453917526211","0.21925379687990725897","44.302497767913735061","10724","27.616509089623029638","5.045312999290418432","15.163435384611933188","8.1585814255431987618","22.946606450243866249","12.828484064922351493","57.970876245587568576","5.8236301058536170672","48.631070966829248903","1.1537274664744523456","17.498386704301516659","17.498386704301516659","20.027919791246638681"
"10/27/2021 10:49:57.405","0","0.19555330429305209372","44.262720701345877217","10730","43.467180436930853205","0.28238771514192961831","19.126660902831638111","0","7.3489901605255703032","4.2082779625772781529","49.748604832827425071","6.5638121110385032608","15.20077065539627803","4.9934560120643567416","1.0675657646289971048","4.2082779625772781529","12.976096165089900936"
"10/27/2021 10:49:59.415","0","0.1882838162734033205","44.272891325939653484","10724","9.8257584897493703835","72.014890565784284604","2.8294811311954326527","0.49738867834412392455","22.263584904956346122","17.599399999253726889","30.037226414460715063","2.0521169802450001107","2.8294811311954326527","0.49738867834412392455","9.8257584897493703835","5.9389377349971850251","14.684286920754875183"
"10/27/2021 10:50:01.405","0.0060552849019084049181","0.19132187723681218228","44.220543104275257917","10731","4.9935849155968714541","0","4.9935849155968714541","0","18.341593646463415723","0","27.763717456486869395","0.28252301058514506238","12.060177773114455491","5.7787618997654828235","77.22986745910999673","4.2084079314282485385","12.779922504413576689"
"10/27/2021 10:50:03.415","0","0.17592062556896839731","44.266763689058549858","10724","10.603118193088212351","3.6068404864603276216","16.044667520465448973","0","17.599395899716085978","0","91.448993914121473381","8.2710256242122461856","4.38420467608564568","5.1615688657109748405","5.9389330553362924547","4.38420467608564568","13.906913511430406771"
"10/27/2021 10:50:05.405","0","0.25581900549080210938","44.108476639750527681","10751","4.9937520122480316687","1.0678739962252326023","6.5641032186571575124","0.28269839302066390729","7.3492788218617155493","1.0678739962252326023","95.288946380772628686","0.28269839302066390729","8.9196300282708413931","11.275156837884525274","15.98621045711190547","4.2085764090434736318","13.107236595444415883"
"10/27/2021 10:50:07.415","0","0.16314738733578854069","44.102875409671774776","10758","16.043176345101507252","1.2729944058137987462","9.824152370664574363","0","86.007196057516921428","0","17.597932338710730704","0.495616409009191905","1.2729944058137987462","5.1598843898368773608","10.601530367469191418","7.492018380250731191","12.933664357883035478"
"10/27/2021 10:50:09.405","0","0.17250990148041434047","44.152275622857800386","10750","5.7803480117166072816","2.6396929454404860493","5.7803480117166072816","2.6396929454404860493","19.128132043390088768","0.28420164573340622738","25.409442175942309916","0.28420164573340622738","76.445087002929156483","16.772640743682998732","6.5655117782856269315","0.28420164573340622738","13.501123374629342422"
"10/27/2021 10:50:11.406","0","0.17083609444312214398","44.146463844027941548","10747","12.550628813448449606","0.83865945810672748451","1.6194574151295104691","9.4274369853573283251","12.550628813448449606","0.057861501083944499868","77.356859246339325864","1.6194574151295104691","27.385789996881303665","0.057861501083944499868","0.057861501083944499868","17.235416555585146625","13.396494099740952066"
"10/27/2021 10:50:13.406","0.22108171693650349732","1.5841514753505911983","44.115383397814674993","10752","1.5639617751676437862","4.6889153696067609189","8.5951073626556624419","0.0014849779480741176485","10.157584159875220564","5.4701537682165461973","47.657027293144693658","40.625881705656674114","6.2513921668263190412","15.626252950143692644","18.751206544582810665","5.4701537682165461973","13.738260986824347043"
"10/27/2021 10:50:15.416","0","0.15183345186770619284","44.157139850816953697","10750","5.9374402197450599772","0","54.134784900536850216","0","3.6053106384164257392","2.8279341113068845459","40.142007412565035906","5.1600636926355196721","14.4885820179500584","3.6053106384164257392","16.043335072169149669","7.4921932739641539101","12.674700137887938922"
"10/27/2021 10:50:17.406","0","0.049964055829091275074","44.157687328792569303","10747","13.631981337372401697","5.7803432771335261364","15.202308949420173079","1.0693604409902079944","23.839110815682939659","1.0693604409902079944","51.319844026518993019","1.0693604409902079944","43.46820596628011657","9.7061623072529634726","5.7803432771335261364","0.28419663496631608623","14.351719013767926469"
"10/27/2021 10:50:19.416","0","0.1316987386006162053","44.155665846577768718","10743","7.4922208887005625755","0.49583423322413500145","19.930241609547540094","0","2.0505868233300028614","12.156478659018176813","31.590886035341590343","3.6053394134358818235","76.678711148411906606","0","1.2732105282770689314","0","12.869072766948653097"
"10/27/2021 10:50:21.406","0","0.19282644228254289254","44.135556194031508426","10746","8.1357100571303515579","0.28406134406456784447","1.8543910866777313373","0.28406134406456784447","13.631864156276396471","8.9208749284369286414","79.585713346028967408","3.4247208292908837279","8.9208749284369286414","15.987358770196136604","20.698347998035604434","4.2098857005974599232","13.828152861575460975"
"10/27/2021 10:50:23.416","0","0.27780540397631181548","44.109697952892098272","10752","7.4923129377028381271","3.6054353300432939733","3.6054353300432939733","1.2733087654475672146","12.933941588426201008","40.142084842043011861","58.799097358808829483","0","0","5.1601863731071118124","5.9375618946390211761","5.9375618946390211761","12.027006796774530883"
"10/27/2021 10:50:25.406","0","0.17975642732743921104","44.154928844458176229","10749","30.120266758296953213","1.069141702757481216","6.5653004970487316427","1.8543072447990915919","12.061459291339982514","15.987287001548022403","85.081854701209465475","1.8543072447990915919","10.491128207256771532","1.8543072447990915919","6.5653004970487316427","0","14.416955917464802539"
"10/27/2021 10:50:27.416","0","0.14296033414160938535","44.157434637694954915","10741","2.0521462184466709999","0.49741838064424337418","37.033522569001434022","0.49741838064424337418","6.7163297318539765257","4.3842379751503290919","41.697706082408735995","26.1504277043843949","6.7163297318539765257","7.4936936507551958897","0","16.044696758668575143","12.416996812086534163"
"10/27/2021 10:50:29.406","0","0.25842744734968525755","44.166025995315521868","10747","15.986079581201506628","2.6380735333550120458","20.697140539264967884","0","36.400677066143195759","0","14.415725928513678511","0.28254305432328097325","72.518811077963107437","4.9936040123867435625","0.28254305432328097325","4.2084271860428401624","14.284861449079134132"
"10/27/2021 10:50:31.406","0","0.13882893795862460973","44.170026863964743313","10744","5.4694731585303362209","10.156937299429657173","11.719425346396095122","0.0007649941477949617763","14.844401440328979902","0.0007649941477949617763","39.844210191792029718","3.1257410880806801856","0.78200901763101349218","0","55.469090661456441183","6.2507171820135543072","12.240256362038826055"
"10/27/2021 10:50:33.416","0","0.18161301551984312952","44.167289427520536549","10741","20.708485786557638164","7.4932334176505799306","9.8253367768694754858","1.2742911264002065863","8.2706012040568825938","7.4932334176505799306","70.460024116560688867","1.2742911264002065863","5.9384978448379861504","16.821646854526150605","25.372692504995431051","1.2742911264002065863","14.683882954331917148"
"10/27/2021 10:50:35.406","0","0.13608114737914894787","44.176533549133814915","10740","0.28211712315409087637","0","3.4228378436846673694","0","11.274639645011120592","10.489459464878480688","100","0","0.28211712315409087637","0","0.28211712315409087637","22.267162166868146755","12.19068486355025982"
